,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Family to Personal Conflict,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Gender Determinism,4.0,0.25,4,0,4,1,4.0,0.0,0.375
Global Organizational Commitment,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Idea Validation,4.0,0.8,4,0,4,1,4.0,1.0,1.5
Identity Strain,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Inclusion in Decision Making,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Integration of Differences,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Interactional Justice Clarity,2.2,0.0,1,0,4,0,1.0,0.0,-0.3
Interest/Enjoyment Sales Self-Efficacy,2.2,0.2,1,0,4,1,1.0,0.0,-0.6
International Employee Identity,4.0,0.75,4,0,4,2,4.0,0.5,0.75
Interpersonal Fairness Monitoring,4.0,1.0,4,0,4,2,4.0,1.0,1.0
Intraorganizational employee navigation,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Intrinsic Career Goal,4.0,0.4,4,0,4,2,4.0,0.0,0.3
Knowledge Stock,4.0,0.2,4,0,4,1,4.0,0.0,0.3
Loss Orientation,2.0,0.0,1,0,4,0,1.0,0.0,-1.0
Moral Credits,4.0,0.2,4,0,4,1,4.0,0.0,0.3
Moral Identification,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Naiveté,4.0,1.0,4,0,4,2,4.0,1.0,1.5
Organizational Support for Development,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Oscillation Orientation,4.0,0.6666666666666666,4,0,4,1,4.0,1.0,2.0
Other Focus Credits,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Perceived Career Opportunity,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Performance Monitoring,4.0,1.0,4,0,4,2,4.0,1.0,1.5
Personal Life Motives,4.0,1.0,4,0,4,2,4.0,1.0,0.75
Personal Recognition by Supervisor,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Personal to Family Conflict,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Personal to Work Conflict,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Planning,4.0,1.0,4,0,4,2,4.0,1.0,1.5
Procedural Fairness Monitoring,4.0,0.4,4,0,4,1,4.0,0.0,0.9
Procedural Justice Clarity,2.5,0.3333333333333333,1,0,4,2,2.5,0.0,0.0
Productivity Motives,4.0,0.6666666666666666,4,0,4,1,4.0,1.0,1.0
Prohibitive Voice,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Promotive Voice,3.4,0.0,1,0,4,0,4.0,0.0,-0.6
Propensity to Morally Disengage,3.625,0.25,1,0,4,1,4.0,0.0,0.375
Reflecting,4.0,1.0,4,0,4,2,4.0,1.0,1.5
Relational Energy,4.0,0.4,4,0,4,1,4.0,0.0,0.6
Reputation Maintenance Concerns,4.0,1.0,4,0,4,2,4.0,1.0,0.75
Restoration Orientation,4.0,0.8333333333333334,4,0,4,2,4.0,0.5,1.0
Self-Righteousness Stigmas,4.0,0.5,4,0,4,2,4.0,0.0,0.375
Self-Verification Striving,3.625,0.875,1,0,4,2,4.0,1.0,1.3125
Self/Other Centeredness Supervisor Behaviors,4.0,0.8,4,0,4,2,4.0,1.0,1.2
Sense of Community Credits,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Shame,4.0,0.25,4,0,4,1,4.0,0.0,0.375
Skill/ability sales self-efficacy,2.8,0.0,1,0,4,0,4.0,0.0,-0.9
Social Exchange Relationship,4.0,0.0,4,0,4,0,4.0,0.0,0.0
State Gratitude,4.0,1.0,4,0,4,2,4.0,1.0,1.2
Subjective Social Class,4.0,0.16666666666666666,4,0,4,1,4.0,0.0,0.25
Superficial Reaction to Supervisor,4.0,1.0,4,0,4,2,4.0,1.0,0.75
Supervisor Enforcing Work Requirements/Flexibility,2.5,0.5,1,0,4,1,2.5,0.5,0.375
Supervisor Follower Development,4.0,0.75,4,0,4,2,4.0,0.5,1.125
Supervisor Intellectual Stimulation,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Supervisor Solicitation of Voice,4.0,0.5,4,0,4,1,4.0,0.5,0.75
Supervisor Support for Recovery,3.5,0.5,1,0,4,2,4.0,0.0,0.75
Supervisor Team Building,4.0,0.2,4,0,4,1,4.0,0.0,0.3
Supervisor Vision Communication,4.0,0.5,4,0,4,2,4.0,0.0,0.375
Supervisor's Organizational Embodiment,2.3333333333333335,0.0,1,0,4,0,1.0,0.0,0.0
Supervisor-Triggered Newcomer Negative Affect,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Supervisor-Triggered Newcomer Positive Affect,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Supportive Voice (Burris),4.0,0.0,4,0,4,0,4.0,0.0,0.0
Supportive Voice (Maynes),4.0,0.0,4,0,4,0,4.0,0.0,0.0
Synchrony Preference,4.0,1.5,4,0,4,2,4.0,2.0,1.125
Team Temporal Leadership,4.0,0.0,4,0,4,0,4.0,0.0,0.0
Tendency to Gossip,1.75,0.0,1,0,4,0,1.0,0.0,-1.125
Time Management Credits,4.0,0.5,4,0,4,2,4.0,0.0,0.375
Uniformity/Individualization Supervisor Behaviors,4.0,0.4,4,0,4,1,4.0,0.0,0.6
Victim Identity,3.0,0.0,1,0,4,0,4.0,0.0,-1.0
Void Filling Stigmas,4.0,0.25,4,0,4,1,4.0,0.0,0.75
Volunteering,3.4,0.8,1,0,4,2,4.0,1.0,0.9
Voracity,4.0,0.8,4,0,4,2,4.0,0.0,0.6
Wanderlust,3.4,0.2,1,0,4,1,4.0,0.0,0.0
Work to Personal Conflict,4.0,0.0,4,0,4,0,4.0,0.0,0.0
